source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	omnipath	kinaseextra	ligrecextra	pathwayextra	mirnatarget	dorothea	collectri	tf_target	lncrna_mrna	tf_mirna	small_molecule	dorothea_curated	dorothea_chipseq	dorothea_tfbs	dorothea_coexp	dorothea_level	type	curation_effort	extra_attrs	evidences	ncbi_tax_id_source	entity_type_source	ncbi_tax_id_target	entity_type_target
Q9HBA0	P48995	TRPV4	TRPC1	1	1	0	1	1	0	TRIP	TRIP:20093626;TRIP:20705915;TRIP:21871867;TRIP:25114176;TRIP:25139746	True	False	False	False	False	False	False	False	False	False	False						post_translational	5	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation"",""Cell surface biotinylation"",""Patch clamp""]}"	"{""id_a"":""Q9HBA0"",""id_b"":""P48995"",""positive"":[{""resource"":""TRIP"",""references"":[""25114176"",""20093626"",""25139746"",""20705915"",""21871867""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation"",""Cell surface biotinylation"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P48995	Q9H1D0	TRPC1	TRPV6	1	0	1	1	0	1	TRIP	TRIP:22932896;TRIP:25172921	True	False	False	False	False	False	False	False	False	False	False						post_translational	3	"{""TRIP_method"":[""Co-immunoprecipitation"",""Cell surface biotinylation"",""Patch clamp""]}"	"{""id_a"":""P48995"",""id_b"":""Q9H1D0"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""22932896"",""25172921""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Cell surface biotinylation"",""Patch clamp""]}}],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""25172921""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}}]}"	9606	protein	9606	protein
P0DP25	Q13507	CALM3	TRPC3	1	0	1	1	0	1	TRIP	TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135	True	False	False	False	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunoprecipitation"",""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""P0DP25"",""id_b"":""Q13507"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""12601176"",""18215135"",""11290752"",""11248050""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P0DP23	Q13507	CALM1	TRPC3	1	0	1	1	0	1	CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;LRdb;TRIP;iTALK	CellTalkDB:11248050;HPRD:15104175;TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135	True	False	True	False	False	False	False	False	False	False	False						post_translational	6	"{""TRIP_method"":[""Co-immunoprecipitation"",""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""P0DP23"",""id_b"":""Q13507"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""12601176"",""18215135"",""11290752"",""11248050""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""directed"":[{""resource"":""CellTalkDB"",""references"":[""11248050""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""HPRD"",""references"":[],""dataset"":""ligrecextra"",""via"":""LRdb"",""attrs"":{}},{""resource"":""Fantom5"",""references"":[],""dataset"":""ligrecextra"",""via"":""LRdb"",""attrs"":{}},{""resource"":""LRdb"",""references"":[],""dataset"":""ligrecextra"",""via"":null,""attrs"":{}},{""resource"":""iTALK"",""references"":[],""dataset"":""ligrecextra"",""via"":null,""attrs"":{}}],""undirected"":[{""resource"":""HPRD"",""references"":[""15104175""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}}]}"	9606	protein	9606	protein
P0DP24	Q13507	CALM2	TRPC3	1	0	1	1	0	1	TRIP	TRIP:11248050;TRIP:11290752;TRIP:12601176;TRIP:18215135	True	False	False	False	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunoprecipitation"",""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""P0DP24"",""id_b"":""Q13507"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""12601176"",""18215135"",""11290752"",""11248050""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Fluorescence probe labeling"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P41180	Q13507	CASR	TRPC3	1	1	0	1	1	0	TRIP	TRIP:22778254	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Cell surface biotinylation"",""Co-immunoprecipitation""]}"	"{""id_a"":""P41180"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""22778254""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Cell surface biotinylation"",""Co-immunoprecipitation""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P19235	Q13507	EPOR	TRPC3	1	1	0	1	1	0	TRIP	TRIP:18276585;TRIP:19074769;TRIP:21757714	True	False	False	False	False	False	False	False	False	False	False						post_translational	3	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Calcium measurement"",""Co-immunoprecipitation""]}"	"{""id_a"":""P19235"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""18276585"",""21757714"",""19074769""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Patch clamp"",""Calcium measurement"",""Co-immunoprecipitation""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P62942	Q13507	FKBP1A	TRPC3	0	0	0	0	0	0	HPRD;TRIP	HPRD:15199065;TRIP:15199065	True	False	False	False	False	False	False	False	False	False	False						post_translational	2	"{""TRIP_method"":[""Co-immunoprecipitation""],""HPRD_method"":[""in vitro"",""in vivo""]}"	"{""id_a"":""Q13507"",""id_b"":""P62942"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""15199065""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""15199065""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
Q86YM7	Q13507	HOMER1	TRPC3	1	1	0	1	1	0	TRIP	TRIP:16887806	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Cell surface biotinylation"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""Q86YM7"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""16887806""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Cell surface biotinylation"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
Q14643	Q13507	ITPR1	TRPC3	1	1	0	1	1	0	HPRD;TRIP	HPRD:11524429;HPRD:12606542;HPRD:15104175;HPRD:15623527;HPRD:9853757;TRIP:10518223;TRIP:18205297;TRIP:20022948;TRIP:20378853;TRIP:23045459	True	False	False	False	False	False	False	False	False	False	False						post_translational	10	"{""TRIP_method"":[""Co-immunoprecipitation"",""Patch clamp"",""Calcium measurement""]}"	"{""id_a"":""Q14643"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""10518223"",""20378853"",""23045459"",""20022948"",""18205297""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Patch clamp"",""Calcium measurement""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""HPRD"",""references"":[""9853757"",""15623527"",""11524429"",""12606542"",""15104175""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
Q14573	Q13507	ITPR3	TRPC3	1	1	0	1	1	0	HINT;HPRD;TRIP	HINT:10611319;HINT:11290752;HPRD:11524429;HPRD:15623527;TRIP:10611319;TRIP:11248050;TRIP:11290752;TRIP:16887806	True	False	False	False	False	False	False	False	False	False	False						post_translational	8	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Calcium measurement"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""Q14573"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""10611319"",""16887806"",""11290752"",""11248050""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Calcium measurement"",""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""HINT"",""references"":[""11290752"",""10611319""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}},{""resource"":""HPRD"",""references"":[""15623527"",""11524429""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
Q12797	Q13507	ASPH	TRPC3	1	1	0	1	1	0	TRIP	TRIP:15302852	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Patch clamp""]}"	"{""id_a"":""Q12797"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""15302852""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P20591	Q13507	MX1	TRPC3	0	0	0	0	0	0	HPRD;SPIKE_LC;TRIP	HPRD:15757897;SPIKE_LC:15757897;SPIKE_LC:17145710;TRIP:15757897	True	False	False	True	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunoprecipitation"",""Fusion protein-pull down assay""],""HPRD_method"":[""in vitro"",""in vivo""],""SPIKE_LC_effect"":"""",""SPIKE_LC_mechanism"":""""}"	"{""id_a"":""Q13507"",""id_b"":""P20591"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""15757897""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Fusion protein-pull down assay""]}},{""resource"":""HPRD"",""references"":[""15757897""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}},{""resource"":""SPIKE_LC"",""references"":[""17145710"",""15757897""],""dataset"":""pathwayextra"",""via"":null,""attrs"":{""effect"":"""",""mechanism"":""""}}]}"	9606	protein	9606	protein
P32418	Q13507	SLC8A1	TRPC3	0	0	0	0	0	0	HPRD;TRIP	HPRD:14736881;TRIP:17012351;TRIP:17129578;TRIP:20351294	True	False	False	False	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation""],""HPRD_method"":[""in vitro"",""in vivo""]}"	"{""id_a"":""Q13507"",""id_b"":""P32418"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""20351294"",""17012351"",""17129578""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""14736881""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
Q96D31	Q13507	ORAI1	TRPC3	1	1	0	1	1	0	DIP;HPRD;TRIP	DIP:17360584;HPRD:17360584;TRIP:17360584;TRIP:18287061;TRIP:20022948	True	False	False	False	False	False	False	False	False	False	False						post_translational	5	"{""TRIP_method"":[""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Patch clamp""]}"	"{""id_a"":""Q96D31"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""20022948"",""18287061"",""17360584""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation"",""Fusion protein-pull down assay"",""Patch clamp""]}}],""negative"":[],""directed"":[],""undirected"":[{""resource"":""DIP"",""references"":[""17360584""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""anti tag coimmunoprecipitation"",""pull down""],""type"":[""physical association"",""direct interaction""],""id"":""DIP-196708E""}},{""resource"":""HPRD"",""references"":[""17360584""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
Q13976	Q13507	PRKG1	TRPC3	1	0	1	1	0	1	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;TRIP;iPTMnet	HPRD:14983059;KEA:14983059;ProtMapper:14983059;ProtMapper:16331690;SIGNOR:14983059;SIGNOR:16331690;TRIP:14983059	True	True	False	False	False	False	False	False	False	False	False						post_translational	7	"{""SIGNOR_mechanism"":[""phosphorylation""],""PhosphoSite_noref_evidence"":[""MA""],""PhosphoPoint_category"":""Category 4""}"	"{""id_a"":""Q13976"",""id_b"":""Q13507"",""positive"":[],""negative"":[{""resource"":""SIGNOR"",""references"":[""16331690"",""14983059""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mechanism"":[""phosphorylation""]}}],""directed"":[{""resource"":""HPRD"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""KEA"",""references"":[""14983059""],""dataset"":""omnipath"",""via"":null,""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""omnipath"",""via"":""KEA"",""attrs"":{}},{""resource"":""iPTMnet"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""PhosphoSite_noref"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{""evidence"":[""MA""]}},{""resource"":""PhosphoPoint"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{""category"":""Category 4""}},{""resource"":""HPRD"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""MIMP"",""attrs"":{}},{""resource"":""MIMP"",""references"":[],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}},{""resource"":""PhosphoSite"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""SIGNOR"",""references"":[],""dataset"":""kinaseextra"",""via"":""ProtMapper"",""attrs"":{}},{""resource"":""ProtMapper"",""references"":[""16331690"",""14983059""],""dataset"":""kinaseextra"",""via"":null,""attrs"":{}}],""undirected"":[{""resource"":""TRIP"",""references"":[""14983059""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""In vitro PTM assay""]}},{""resource"":""HPRD"",""references"":[""14983059""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro""]}}]}"	9606	protein	9606	protein
Q9Y225	Q13507	RNF24	TRPC3	1	0	1	1	0	1	TRIP	TRIP:17850865	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Cell surface biotinylation"",""Fusion protein-pull down assay""]}"	"{""id_a"":""Q9Y225"",""id_b"":""Q13507"",""positive"":[],""negative"":[{""resource"":""TRIP"",""references"":[""17850865""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Cell surface biotinylation"",""Fusion protein-pull down assay""]}}],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
P12931	Q13507	SRC	TRPC3	1	1	0	1	1	0	TRIP	TRIP:16407161	True	False	False	False	False	False	False	False	False	False	False						post_translational	1	"{""TRIP_method"":[""In vivo PTM assay"",""Calcium measurement""]}"	"{""id_a"":""P12931"",""id_b"":""Q13507"",""positive"":[{""resource"":""TRIP"",""references"":[""16407161""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""In vivo PTM assay"",""Calcium measurement""]}}],""negative"":[],""directed"":[],""undirected"":[]}"	9606	protein	9606	protein
Q13277	Q13507	STX3	TRPC3	0	0	0	0	0	0	HPRD;TRIP	HPRD:15623527;TRIP:15327778	True	False	False	False	False	False	False	False	False	False	False						post_translational	2	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation""],""HPRD_method"":[""in vivo""]}"	"{""id_a"":""Q13507"",""id_b"":""Q13277"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""15327778""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Co-immunoprecipitation""]}},{""resource"":""HPRD"",""references"":[""15623527""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vivo""]}}]}"	9606	protein	9606	protein
Q13507	Q9Y210	TRPC3	TRPC6	0	0	0	0	0	0	HPRD;Lit-BM-17;TRIP	HPRD:12032305;HPRD:12377790;HPRD:15623527;Lit-BM-17:12032305;TRIP:12032305;TRIP:12377790;TRIP:16270640;TRIP:19074769;TRIP:19260825;TRIP:19689790;TRIP:20351294	True	False	False	False	False	False	False	False	False	False	False						post_translational	11	"{""TRIP_method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation""],""Lit-BM-17_mentha_score"":0.454,""HPRD_method"":[""in vitro"",""in vivo""]}"	"{""id_a"":""Q9Y210"",""id_b"":""Q13507"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""19260825"",""12032305"",""16270640"",""20351294"",""19689790"",""19074769"",""12377790""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunofluorescence staining"",""Fluorescence resonance energy transfer"",""Co-immunoprecipitation""]}},{""resource"":""Lit-BM-17"",""references"":[""12032305""],""dataset"":""omnipath"",""via"":null,""attrs"":{""mentha_score"":0.454}},{""resource"":""HPRD"",""references"":[""12032305"",""15623527"",""12377790""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""in vitro"",""in vivo""]}}]}"	9606	protein	9606	protein
Q13507	Q9HCX4	TRPC3	TRPC7	0	0	0	0	0	0	HINT;TRIP	HINT:12032305;HINT:33961781;TRIP:12377790;TRIP:18502908	True	False	False	False	False	False	False	False	False	False	False						post_translational	4	"{""TRIP_method"":[""Co-immunoprecipitation""],""HINT_hint_quality"":[""LC"",""HT""]}"	"{""id_a"":""Q9HCX4"",""id_b"":""Q13507"",""positive"":[],""negative"":[],""directed"":[],""undirected"":[{""resource"":""TRIP"",""references"":[""12377790"",""18502908""],""dataset"":""omnipath"",""via"":null,""attrs"":{""method"":[""Co-immunoprecipitation""]}},{""resource"":""HINT"",""references"":[""12032305"",""33961781""],""dataset"":""omnipath"",""via"":null,""attrs"":{""hint_quality"":[""LC"",""HT""]}}]}"	9606	protein	9606	protein
